	SubjectID1	SubjectID2	Group1	Group2	Distance
9	ZCAm5	ZCAm4	ZCAm	ZCAm	0.29083783783783784
10	ZCAm1	Con1	ZCAm	Con	0.665918918918919
11	ZCAm1	Con2	ZCAm	Con	0.6105945945945946
12	ZCAm1	Con3	ZCAm	Con	0.6417567567567568
13	ZCAm1	Con4	ZCAm	Con	0.6089729729729729
14	ZCAm1	Con5	ZCAm	Con	0.6394594594594595
15	ZCAm2	Con1	ZCAm	Con	0.6343243243243243
16	ZCAm2	Con2	ZCAm	Con	0.6542432432432432
17	ZCAm2	Con3	ZCAm	Con	0.5878648648648649
18	ZCAm2	Con4	ZCAm	Con	0.5951351351351352
19	ZCAm2	Con5	ZCAm	Con	0.6426216216216216
20	ZCAm3	Con1	ZCAm	Con	0.683972972972973
21	ZCAm3	Con2	ZCAm	Con	0.6383513513513513
22	ZCAm3	Con3	ZCAm	Con	0.6850810810810811
23	ZCAm3	Con4	ZCAm	Con	0.6522702702702703
24	ZCAm3	Con5	ZCAm	Con	0.6551081081081082
25	ZCAm4	Con1	ZCAm	Con	0.6484864864864864
26	ZCAm4	Con2	ZCAm	Con	0.6761621621621622
27	ZCAm4	Con3	ZCAm	Con	0.6077837837837838
28	ZCAm4	Con4	ZCAm	Con	0.5783513513513514
29	ZCAm4	Con5	ZCAm	Con	0.6327297297297297
30	ZCAm5	Con1	ZCAm	Con	0.7464594594594595
31	ZCAm5	Con2	ZCAm	Con	0.7086756756756757
32	ZCAm5	Con3	ZCAm	Con	0.7087027027027027
33	ZCAm5	Con4	ZCAm	Con	0.6852162162162162
34	ZCAm5	Con5	ZCAm	Con	0.7228108108108108
35	ZCAm1	DSS1	ZCAm	DSS	0.486
36	ZCAm1	DSS2	ZCAm	DSS	0.45478378378378376
37	ZCAm1	DSS3	ZCAm	DSS	0.49916216216216214
38	ZCAm1	DSS4	ZCAm	DSS	0.5254594594594595
39	ZCAm1	DSS5	ZCAm	DSS	0.5502702702702703
40	ZCAm2	DSS1	ZCAm	DSS	0.35362162162162164
41	ZCAm2	DSS2	ZCAm	DSS	0.4089189189189189
42	ZCAm2	DSS3	ZCAm	DSS	0.39337837837837836
43	ZCAm2	DSS4	ZCAm	DSS	0.43143243243243246
44	ZCAm2	DSS5	ZCAm	DSS	0.5613783783783783
45	ZCAm3	DSS1	ZCAm	DSS	0.3657297297297297
46	ZCAm3	DSS2	ZCAm	DSS	0.3180810810810811
47	ZCAm3	DSS3	ZCAm	DSS	0.4269189189189189
48	ZCAm3	DSS4	ZCAm	DSS	0.40943243243243244
49	ZCAm3	DSS5	ZCAm	DSS	0.4781891891891892
50	ZCAm4	DSS1	ZCAm	DSS	0.3415135135135135
51	ZCAm4	DSS2	ZCAm	DSS	0.3339189189189189
52	ZCAm4	DSS3	ZCAm	DSS	0.38164864864864867
53	ZCAm4	DSS4	ZCAm	DSS	0.37854054054054054
54	ZCAm4	DSS5	ZCAm	DSS	0.5145945945945946
55	ZCAm5	DSS1	ZCAm	DSS	0.3647297297297297
56	ZCAm5	DSS2	ZCAm	DSS	0.37154054054054053
57	ZCAm5	DSS3	ZCAm	DSS	0.40456756756756757
58	ZCAm5	DSS4	ZCAm	DSS	0.3852162162162162
59	ZCAm5	DSS5	ZCAm	DSS	0.46356756756756756
60	ZCAm1	ZCAh1	ZCAm	ZCAh	0.39494594594594595
61	ZCAm1	ZCAh2	ZCAm	ZCAh	0.35462162162162164
62	ZCAm1	ZCAh3	ZCAm	ZCAh	0.3912432432432432
63	ZCAm1	ZCAh4	ZCAm	ZCAh	0.4209459459459459
64	ZCAm1	ZCAh5	ZCAm	ZCAh	0.47102702702702703
65	ZCAm2	ZCAh1	ZCAm	ZCAh	0.2894054054054054
66	ZCAm2	ZCAh2	ZCAm	ZCAh	0.312
67	ZCAm2	ZCAh3	ZCAm	ZCAh	0.31091891891891893
68	ZCAm2	ZCAh4	ZCAm	ZCAh	0.2725945945945946
69	ZCAm2	ZCAh5	ZCAm	ZCAh	0.37024324324324326
70	ZCAm3	ZCAh1	ZCAm	ZCAh	0.33635135135135136
71	ZCAm3	ZCAh2	ZCAm	ZCAh	0.2858918918918919
72	ZCAm3	ZCAh3	ZCAm	ZCAh	0.3151891891891892
73	ZCAm3	ZCAh4	ZCAm	ZCAh	0.3348108108108108
74	ZCAm3	ZCAh5	ZCAm	ZCAh	0.34537837837837837
75	ZCAm4	ZCAh1	ZCAm	ZCAh	0.2931891891891892
76	ZCAm4	ZCAh2	ZCAm	ZCAh	0.26637837837837836
77	ZCAm4	ZCAh3	ZCAm	ZCAh	0.27818918918918917
78	ZCAm4	ZCAh4	ZCAm	ZCAh	0.2734864864864865
79	ZCAm4	ZCAh5	ZCAm	ZCAh	0.3493243243243243
80	ZCAm5	ZCAh1	ZCAm	ZCAh	0.31332432432432433
81	ZCAm5	ZCAh2	ZCAm	ZCAh	0.2728378378378378
82	ZCAm5	ZCAh3	ZCAm	ZCAh	0.35183783783783784
83	ZCAm5	ZCAh4	ZCAm	ZCAh	0.2800810810810811
84	ZCAm5	ZCAh5	ZCAm	ZCAh	0.27297297297297296
85	ZCAm1	ZnCA1	ZCAm	ZnCA	0.4758918918918919
86	ZCAm1	ZnCA2	ZCAm	ZnCA	0.46745945945945944
87	ZCAm1	ZnCA3	ZCAm	ZnCA	0.4209189189189189
88	ZCAm1	ZnCA4	ZCAm	ZnCA	0.438972972972973
89	ZCAm1	ZnCA5	ZCAm	ZnCA	0.43554054054054053
90	ZCAm2	ZnCA1	ZCAm	ZnCA	0.33978378378378377
91	ZCAm2	ZnCA2	ZCAm	ZnCA	0.2868918918918919
92	ZCAm2	ZnCA3	ZCAm	ZnCA	0.28802702702702704
93	ZCAm2	ZnCA4	ZCAm	ZnCA	0.3667027027027027
94	ZCAm2	ZnCA5	ZCAm	ZnCA	0.29386486486486485
95	ZCAm3	ZnCA1	ZCAm	ZnCA	0.31067567567567567
96	ZCAm3	ZnCA2	ZCAm	ZnCA	0.3615135135135135
97	ZCAm3	ZnCA3	ZCAm	ZnCA	0.36364864864864865
98	ZCAm3	ZnCA4	ZCAm	ZnCA	0.2915945945945946
