geneID	Control_1	Control_2	Control_3	DSS_1	DSS_2	DSS_3	ZnCA_1	ZnCA_2	ZnCA_3
ENSMUSG00000121093	17.96	19.64	17.01	97.04	61.05	59.16	47.93	41.18	29.73
ENSMUSG00000026630	4.73	4.44	3.33	7.93	10.06	15.08	9.85	10.52	4.89
ENSMUSG00000040612	0.58	0.92	1.05	2.9	1.45	2.48	0.93	1.34	1.21
ENSMUSG00000024340	0.5	0.42	0.72	1.07	1.82	1.29	2.64	5.61	1.81
ENSMUSG00000038422	11.13	8.29	9.52	18.07	14.25	9.97	13.22	20.66	17.05
ENSMUSG00000107932	9.79	10.76	9.54	3.43	2.66	0.6	3.8	0.21	3.64
ENSMUSG00000103529	3.06	2.45	1.34	1.03	0.76	0.85	3.14	1.21	1.66
ENSMUSG00000020434	1.35	1	0.3	0.29	0.23	0.21	0.39	0.7	0.8
ENSMUSG00000037686	14.1	22.49	15.48	9.3	5.58	2.34	9.55	26.67	6.73
ENSMUSG00000076543	19.97	6.42	12.49	25.74	51.59	91.69	12.26	22.32	6.09
ENSMUSG00000039899	37.04	42.79	46.71	64.51	86.32	112.36	54.14	49.43	63.34
ENSMUSG00000050350	0.6	1.11	0.51	3.87	1.38	3.9	1.74	1.9	1.13
ENSMUSG00000094724	101.73	89.63	106.87	174.41	219.13	297.52	323.08	202.5	238.31
ENSMUSG00000042918	0.89	1.17	1.62	5.97	2.3	1.41	1.89	1.79	1.4
ENSMUSG00000120941	18.29	17.29	28.59	5.36	9.15	4.61	4.48	4.58	9.9
ENSMUSG00000022824	1244.58	1145.62	924.74	1634.1	3034.55	2115.24	1148.47	719.53	1696.56
ENSMUSG00000029084	85.19	73.16	82.28	252.35	344.75	366.36	147.49	123.2	165.26
ENSMUSG00000031125	0.99	1.06	1.04	4.42	2.95	5.19	2.55	7.39	1.31
ENSMUSG00000031387	7.7	8.8	9.01	25.96	19.43	17.17	13.86	16.16	10.93
ENSMUSG00000075602	301.06	240.55	163.56	1438.64	2006.9	3099.38	1848.32	687.94	1827.31
ENSMUSG00000001588	3.22	5.5	3.44	14.08	9.83	9.2	6.5	5.45	4.8
ENSMUSG00000074570	0.34	0.22	0.37	1.05	0.93	2	1.34	1.13	0.91
ENSMUSG00000094475	0.53	0	0	0	2.05	1.67	8.94	10.2	3.56
ENSMUSG00000003882	1.71	1.99	1.82	7.26	10.2	6.99	6.32	3.29	3.63
ENSMUSG00000020848	1.23	1.14	0.73	2.43	2.22	2.42	0.81	1.18	1.44
ENSMUSG00000042797	6.75	7.46	10.73	2.92	3.45	0.96	2.44	8.98	2.43
ENSMUSG00000109118	7.08	7.06	4.79	2.14	1.14	0.95	4.52	5.33	1.96
ENSMUSG00000026737	7.9	9.55	8.97	25.34	18.54	25.74	15.76	15.69	12.73
ENSMUSG00000027854	41.08	44.13	39.62	40.87	28.57	18.13	21.23	37.24	21.36
ENSMUSG00000135492	2.22	2.73	1.36	1.2	1.07	0.67	0.58	0.81	0.99
ENSMUSG00000105065	4.17	4.26	3.85	2.7	2.72	2.62	1.2	1.73	2.18
ENSMUSG00000005667	3.45	4.51	2.42	12.15	4.87	11.58	15.89	8.57	11.19
ENSMUSG00000128023	1.04	2.3	1.02	2.39	3.38	4.11	1.92	2.14	2.04
ENSMUSG00000087433	4.79	3.83	3.59	2.04	1.04	0.82	1.41	2.64	1.73
ENSMUSG00000021136	2.4	2.19	2.88	9.93	7.3	5.38	7.04	6.76	2.43
ENSMUSG00000042010	5.29	5	3.85	10.5	16.65	12.39	5.37	6.56	5.85
ENSMUSG00000034930	27.24	18.06	22.98	10.25	8.87	4.58	9.59	19	7.79
ENSMUSG00000095589	144.29	141.1	110.3	320.29	404.37	215.85	145.45	464.62	342.41
ENSMUSG00000122203	2.56	2.53	3.29	12	11.9	13.22	6.27	2.32	5.37
ENSMUSG00000015568	11.41	9.87	12.12	51.45	22.14	34.66	35.77	60.1	25.66
ENSMUSG00000099098	3.44	3.25	5.7	1.03	1.49	1.54	1.38	1.73	1.6
ENSMUSG00000020183	34.95	38.12	28.04	11.5	8.2	4.89	5.14	4.41	15.61
ENSMUSG00000028599	16.73	12.8	12.9	64.74	62.37	73	38.01	22.25	29.86
ENSMUSG00000042195	10.57	10.94	11.05	8.52	3.62	1.71	7.25	6.09	6.18
ENSMUSG00000022479	148.49	134.75	156.23	43.87	68.71	28.1	47.44	78.41	77.81
ENSMUSG00000000386	6.38	1.35	0.36	2.59	6.75	8.93	7.61	5.92	7.76
ENSMUSG00000004035	10.87	9.48	12.4	4.6	4.77	1.27	6.83	7.27	5.78
ENSMUSG00000028459	6.84	13.83	15.18	74.54	31.47	16.13	27.08	27.45	11.65
ENSMUSG00000040711	10.76	9.9	7.66	27.1	19.51	12.25	11.02	12.3	11.87
ENSMUSG00000026278	38.53	34.4	37.43	15.18	14.98	12.9	16.4	19.51	17.24
ENSMUSG00000001128	8.69	9.02	9.27	52.96	27.15	31.36	25.85	28.49	19.37
ENSMUSG00000023927	4.6	4.37	4.36	11.47	8.96	8.62	5.24	8.32	5.05
ENSMUSG00000035969	20.87	18.38	17.53	16.96	33.04	15.48	7.01	7.72	10.47
ENSMUSG00000025716	1.1	1.21	1.16	0.15	0.16	0.03	0.41	1.24	0.76
ENSMUSG00000067377	3.91	5.51	4.45	11.88	10.16	5.28	6.72	12.29	5.52
ENSMUSG00000004791	1.08	0.56	0.54	5.12	5.3	2.31	2.2	2.15	1.6
ENSMUSG00000047592	1.16	1.22	0.75	9.72	5.16	3.83	3.92	4.64	2.16
ENSMUSG00000049676	0.44	0.47	1.45	0.98	1.79	1.01	0.46	0.77	0.47
ENSMUSG00000001670	20.08	18.48	27.19	49.34	149.41	69.16	29.97	13.15	32.24
ENSMUSG00000025407	11.49	8.7	8.8	4.72	3.17	1.35	2.16	5.01	2.05
ENSMUSG00000068758	4.4	2.81	4.9	19.79	19.02	10.86	12.24	13.91	8.49
ENSMUSG00000021750	2.36	4	2.98	3.8	8.13	3.98	1.23	1.3	1.94
ENSMUSG00000002076	0.48	0.86	0.93	1.88	2.48	2.25	1.46	1.05	1.2
ENSMUSG00000048826	20.45	13.22	20.25	8	11.32	6.29	8.64	9.53	10.88
ENSMUSG00000062794	1.87	1.16	1.43	0.97	0.46	0.58	1.23	1.12	0.9
ENSMUSG00000061535	3.92	4.03	4.02	18.01	6.21	6.04	5.02	8.23	5.21
ENSMUSG00000020048	243.74	265.95	214.96	509.69	381.15	373.94	354.96	349.09	795.55
ENSMUSG00000023224	138.07	135.39	121.09	429.85	355.04	413.26	294.14	298.2	209.88
ENSMUSG00000095675	17.47	25.03	22.04	99.12	76.96	77.3	59.57	37.55	59.96
ENSMUSG00000037577	0.31	0.47	0.24	1.6	1.24	0.73	0.67	1.16	0.35
ENSMUSG00000122916	2.29	1.94	2.1	13.32	8.07	9.18	3.94	4.03	2.98
ENSMUSG00000025017	2.54	2.78	3.03	15.78	9.6	13.69	8.55	6.64	5.25
ENSMUSG00000026158	3.67	4.29	4.89	14.28	8.47	10.81	7.67	5.32	5.23
ENSMUSG00000024621	32.46	22	23	79.7	87.32	117.54	55.78	54.54	49.72
ENSMUSG00000036894	2.77	1.98	1.96	5.82	5.23	5.81	5.22	4.49	3.82
ENSMUSG00000123583	0.38	0.65	0.36	1.96	1.96	2.13	0.88	1.72	0.84
ENSMUSG00000001700	26.05	22.64	21.55	34.02	60.18	57.18	35.9	50.57	32.16
ENSMUSG00000028970	2.34	1.32	2.27	6.21	2.99	6.14	4.14	3.52	2.03
ENSMUSG00000021986	0.15	0.12	0.03	0.36	0.26	0.22	0.25	0.38	0.19
ENSMUSG00000097207	3.32	3.1	2.98	1.61	1.95	0.66	0.59	0.5	2
ENSMUSG00000018822	3.34	3.34	2.74	6.39	8.02	4.8	4.01	4.08	2.75
ENSMUSG00000067261	1.68	1.56	1.34	1.81	3.77	3.23	0.91	1.41	0.97
ENSMUSG00000057135	1.22	0.89	0.47	3.93	3.73	6.79	7.8	5.3	2.27
ENSMUSG00000022226	0.31	0.81	0.2	5.33	1.46	2.01	10.67	4.63	3.41
ENSMUSG00000134402	7.75	0.55	0.78	6.93	12.92	107.78	52.76	18.65	25.38
ENSMUSG00000078783	0	0	0.22	7.75	3.55	13.67	6.85	2.6	4.68
ENSMUSG00000055235	0.44	0.27	0.37	1.67	2.49	1.14	1.31	1.46	0.83
ENSMUSG00000022657	0.39	0.42	0.37	1.48	1.07	1.38	1.58	1.77	0.52
ENSMUSG00000024065	3.98	4.49	2.95	10.51	9.41	8.3	4.58	4.64	7.57
ENSMUSG00000032068	1.8	1.28	3.02	199.6	148.97	299.08	123.61	203.11	14.28
ENSMUSG00000051969	0.22	0.35	0.37	0.27	1.18	2.47	1.24	0.99	1.04
ENSMUSG00000031709	3.65	3.73	3.11	8.39	8.25	10.07	6.39	8.31	6.29
ENSMUSG00000030022	3.19	3.15	3.01	10.61	8.26	6.55	5.46	3.7	6.28
ENSMUSG00000128875	18.71	10.05	36.71	9.72	7.88	4.12	43.7	21.66	53.56
ENSMUSG00000030077	3.95	4.42	5.12	37.55	14.84	14.14	7.01	10.34	7.8
ENSMUSG00000036944	1.15	1.47	1.16	5.3	1.83	3.03	2.56	2.68	1.05
ENSMUSG00000037254	10.81	10.79	16.86	0.9	2.08	1.24	0.95	0.63	2.94
ENSMUSG00000051977	8.83	9.88	16.24	5.86	8.03	2.04	3.91	3.77	6.13
ENSMUSG00000122303	5.68	4.66	4.06	0.87	0.66	2.62	0.56	1.57	3.55
ENSMUSG00000024670	0.69	0.45	0.11	2.86	1.77	3.04	2.59	0.9	0.67
ENSMUSG00000094787	7.96	12.98	20.83	98.26	31.26	53.14	15.91	34.61	70.89
ENSMUSG00000091542	2.54	1.76	1.56	5.23	6.07	4.76	1.44	1.73	1.5
ENSMUSG00000047497	1.24	0.98	1.05	5.06	1.58	2.11	1.3	2.45	0.88
ENSMUSG00000046688	35.24	22.01	28.98	86.06	175.31	183.93	69.72	51.78	32.41
ENSMUSG00000076609	1401.88	1084.86	821.44	3360.66	1025.66	2400.14	2644.76	2732.87	2566.97
ENSMUSG00000046402	2.63	2.25	2.31	14.02	5.87	5.09	5.55	12.13	3.03
ENSMUSG00000049734	9.26	9.55	6.61	17.11	19.64	32	25.21	16.77	13.95
ENSMUSG00000021939	283.27	250.56	254.9	843.58	701.16	552.58	439.94	429.09	418.12
ENSMUSG00000029581	9.3	8.02	6.3	29.81	38.22	31.62	23.42	18.73	13.93
ENSMUSG00000025930	1.35	1.37	1.14	10.44	13.38	6.82	7.32	6.99	4.1
ENSMUSG00000056054	0.39	0.37	1.05	662.87	104.61	199.56	100.28	89.47	8.06
ENSMUSG00000036912	1.57	1.26	1.24	0.52	0.68	0.32	1.23	3.42	0.32
ENSMUSG00000035202	24.96	23.65	32.72	26.68	18.95	18.14	57.13	33.49	27.81
ENSMUSG00000003283	3.76	3.43	2.5	23.24	15.89	22.72	14.22	16.05	8.02
ENSMUSG00000046318	0.62	0.91	1.05	3.21	3	3.29	1.34	2.03	1.2
ENSMUSG00000030427	0.26	0.26	0.17	2.58	0.83	1.02	0.57	0.68	0.64
ENSMUSG00000070394	41.11	71.94	73.9	98.5	73.49	94.29	126.48	178.68	124.74
ENSMUSG00000057286	31.55	27.35	29	12.15	9.28	11.01	9.83	22.68	9.85
ENSMUSG00000085944	7.89	7.86	7.41	1.92	1.75	0.29	2.37	1.77	3
ENSMUSG00000032698	11.97	10.84	15.15	32.4	23.05	24.7	13.5	13.91	11.81
ENSMUSG00000027848	7.21	6.9	7.31	34.83	20.06	15.04	15.03	21.15	9.31
ENSMUSG00000031207	43.74	58.06	43.32	144.78	89.1	113.78	68.7	61.21	82.35
ENSMUSG00000102037	1.75	1.16	1.54	10.84	7.81	14.13	11.21	7.65	5.2
ENSMUSG00000053626	0.51	0.62	0.61	2.26	1.62	1.16	0.72	0.47	0.58
ENSMUSG00000129427	1.37	1.76	1.38	5.6	7.05	7.98	2.09	3.32	3.55
ENSMUSG00000042345	0.18	0.11	0.3	0.88	0.74	0.91	1.78	1.65	0.28
ENSMUSG00000073002	5.26	7.22	6.71	26.38	16.35	15.01	18.12	18.48	9.36
ENSMUSG00000089942	0.32	0.76	0.4	3.94	2.77	4.42	2.36	1.77	2.38
ENSMUSG00000074417	0.29	0.36	0.13	4.28	2.66	2.66	1.58	0.8	0.88
ENSMUSG00000026107	11.32	11.88	13.07	28.52	22.94	29.56	16.17	11.94	22.75
ENSMUSG00000097324	26.57	39.51	27.76	11.52	42.62	21.77	6.74	4.06	8.73
ENSMUSG00000020684	1.42	0.86	0.71	3.55	4.23	2.88	1.57	1.03	1.54
ENSMUSG00000096074	116.89	79.7	68.92	150.74	62.19	317.17	170.5	305.19	186.7
ENSMUSG00000018983	6.51	4.86	1.78	11.5	5.14	4.36	9.23	7.9	10.78
ENSMUSG00000000278	39.89	37.51	38.59	93.51	67.21	71.69	69.5	75.62	50.04
ENSMUSG00000064065	0.26	0.31	0.25	3.19	1.84	1.96	1.39	1.16	0.7
ENSMUSG00000025161	6.36	7.94	7.53	30.48	28.42	14.21	10.08	14.19	5.02
ENSMUSG00000044566	1.19	0.58	1.93	0.52	0.45	0.22	0.37	0.21	0.57
ENSMUSG00000021725	5.02	5.12	4.37	14.17	9.41	10.81	8.04	6.26	5.59
ENSMUSG00000074218	69.64	130.69	85.98	34.97	37.94	24.57	72.12	72.08	95.62
ENSMUSG00000054385	2.57	0.85	1.42	1.22	0.88	0.3	1.14	0.85	0.8
ENSMUSG00000030732	1.43	1.64	1.5	52.87	19.39	15.91	17.23	20.24	15.55
ENSMUSG00000040808	13.24	16.56	29.09	2.39	2.92	0.38	8.03	84.41	4.6
ENSMUSG00000040592	8.65	10.2	9.2	39.34	12.58	11.38	10.1	7.78	10.04
ENSMUSG00000008496	1.28	1.56	1.49	5.96	4.07	3.3	2.21	1.66	2.07
ENSMUSG00000015134	12.64	9.35	9.89	77.97	54.89	59.44	33.8	15.75	73.59
ENSMUSG00000071711	76.2	54.27	63.81	32.17	52.11	25.28	40.57	126.31	40.95
ENSMUSG00000042510	22.03	14.07	9.89	4.56	7	2.62	7.16	21.73	11.4
ENSMUSG00000090307	0.45	0.56	1.21	2.96	2.98	5.06	1.32	1.45	0.9
ENSMUSG00000036594	174.55	175.78	142.1	535.88	597.63	756.96	969.48	717.72	491.81
ENSMUSG00000039304	8.41	4.26	3.96	12.8	29.11	60.28	31.62	14.17	19.16
ENSMUSG00000019689	65.74	77.44	64.94	50.03	56.23	38.41	66.82	112.68	79.22
ENSMUSG00000044361	2.63	1.87	1.42	0.23	0.63	0.22	0.43	0.29	1.53
ENSMUSG00000022906	43.77	22.92	28.36	46.96	62.6	123.89	75.36	42.98	61.1
ENSMUSG00000037580	10.84	10.45	9.85	23.43	27.29	20.67	18.76	10.82	18.74
ENSMUSG00000108456	0.74	0.32	0.49	0.94	1.16	1.25	0.83	1.21	1.39
ENSMUSG00000043664	0.43	0.24	0.12	0.61	1.2	1.55	1.65	0.95	0.69
ENSMUSG00000133723	1.1	0.48	0.25	2.09	3.52	6.42	1.88	0.47	1.81
ENSMUSG00000044933	1.03	1.08	0.98	0.83	1	0.66	0.24	0.27	0.4
ENSMUSG00000026442	1.04	0.93	0.69	7.34	2.53	3.96	2.4	1.65	1.29
ENSMUSG00000026581	1.4	3.88	2.3	27.77	7.3	23.38	7.67	3.95	4.45
ENSMUSG00000068105	1.22	2.85	3.76	13.05	3.45	2.64	1.79	0.86	2.47
ENSMUSG00000019982	49.43	53.64	41.42	24.76	7.39	2.37	18.98	20.77	25.58
ENSMUSG00000059108	2.33	0.41	1.18	52.66	8.43	18.79	12.1	11.33	7.31
ENSMUSG00000054676	7.58	6.62	6.5	24.89	22.82	20.7	11.41	12.68	9.88
ENSMUSG00000097194	1.38	0.71	0.65	2.21	2.25	6.43	3.66	1.68	2.39
ENSMUSG00000021676	86.3	67.82	63.39	93.67	152.62	156.36	82.15	59.07	122.98
ENSMUSG00000005947	2.32	1.64	1.94	2.97	4.79	3.69	4.38	4.7	2.11
ENSMUSG00000030577	2.77	9.38	6.91	27.67	11.85	9.14	9.96	2.47	4.48
ENSMUSG00000026072	15.68	11.89	13.04	48.92	28.66	18.6	17.98	22.74	11.88
ENSMUSG00000031897	130.68	85.48	84.07	121.31	125.76	227.47	235.66	189.62	223.13
ENSMUSG00000019843	14.83	15.26	9.41	21.97	21.32	19.34	13.32	14.76	12.65
ENSMUSG00000005640	3.88	2.56	2.94	0.36	0.78	0.85	0.28	1.8	0.49
ENSMUSG00000054252	46.53	27.7	24.79	5.56	14.19	4.33	5.76	9.22	10.99
ENSMUSG00000023947	5.07	4.43	4.41	15.58	11.51	11.86	11.04	7.88	8.17
ENSMUSG00000027322	1.87	0.74	1.14	5.99	7.04	9.19	5.26	3.55	4.35
ENSMUSG00000034177	22.72	15.63	15.64	7.23	12.25	6.28	5.41	7.69	4.99
ENSMUSG00000026536	4.22	2.69	2.55	17.78	15.89	44.07	23.79	15.86	12.23
ENSMUSG00000035711	4.37	5.5	5.37	17.28	13.99	12.82	8.44	7.26	4.69
ENSMUSG00000000394	68.64	36.49	33.62	115.79	70.65	122.77	134.59	83.55	111.17
ENSMUSG00000120878	12.15	23.17	14.4	152.82	111.41	90.18	47.73	83.61	40.19
ENSMUSG00000108291	8.96	4.82	5.1	0.89	4.72	3.85	1.25	0.57	2.43
ENSMUSG00000022665	37.01	30.04	28.47	118.09	68.94	59.58	52.09	66.82	33.08
ENSMUSG00000062991	6.38	7.19	5.39	36.57	17.5	14.89	22.82	9.22	15.98
ENSMUSG00000116929	12.12	16.59	11.18	35.88	47.17	41.55	33.84	36.55	31.97
ENSMUSG00000022237	0.97	0.35	0.55	1.51	1.58	1.84	0.73	0.32	0.81
ENSMUSG00000058216	7.97	7.6	11.88	27.61	26.8	17.2	23.91	11.14	30.97
ENSMUSG00000037447	10.47	5.52	4.46	19.31	29.96	28.96	17.01	7.81	16.8
ENSMUSG00000022587	239.37	213.42	193.64	455.88	436.88	625.43	580.41	358.09	470.78
ENSMUSG00000097585	3.92	3.12	2.31	6.58	7.49	4.98	3.29	4.52	2.78
ENSMUSG00000060183	0.15	0.11	0.07	0.3	0.43	0.7	0.84	0.36	0.53
ENSMUSG00000016256	116.86	114.97	103.86	276.19	208.44	229.56	170.4	172.42	156.39
ENSMUSG00000139771	876.12	945.11	1207.44	804.99	783.05	731.02	1207.16	1829.53	990.72
ENSMUSG00000030650	36.09	25.23	24.16	37.14	68.39	71.98	42.74	45	53.37
ENSMUSG00000073412	5.28	4.86	4.07	63.38	28.79	58.66	51.01	49.88	25.83
ENSMUSG00000026872	14.53	13.95	16.9	38.63	35.82	27.16	16.51	15.09	22.54
ENSMUSG00000056917	9.31	10.79	6.58	25.67	23.27	18.43	12.14	13.15	8.95
ENSMUSG00000020828	7.53	3.77	3.65	11.39	12.01	10.44	8.6	7.94	5.68
ENSMUSG00000046352	6.74	5.32	5	5.9	1.54	3.14	11.67	8.85	4.36
ENSMUSG00000006369	71.51	63.95	57.44	159.35	156.25	100.87	98.63	116.62	79.71
ENSMUSG00000029659	8.03	10.48	11.06	31.5	23.2	16.23	14.2	14.28	15.19
ENSMUSG00000005465	0.7	1.2	0.64	4.71	2.4	3.12	2.59	1.66	1.09
ENSMUSG00000044528	0.23	0.53	0.3	1.01	0.59	0.77	0.76	0.78	0.68
ENSMUSG00000039878	55.65	45.25	44.64	19.12	27.32	17.9	38.96	55.46	24.08
ENSMUSG00000113853	2.16	2.44	2.29	0.5	0.62	0.13	0.31	0.27	1.03
ENSMUSG00000059854	0.02	0.03	0.04	0.5	0.41	0.15	0.12	0.01	0.09
ENSMUSG00000045404	0.72	0.57	0.59	2.08	1.67	1.11	1.06	0.86	0.66
ENSMUSG00000040274	12.38	16.81	8.69	5.16	5.46	2.48	3.72	7.8	3.06
ENSMUSG00000137581	5.77	5.96	8.96	5.13	1.66	2.03	3.14	2.98	4.12
ENSMUSG00000042129	4.74	4.64	3.22	12.65	13.21	13.59	7.52	13.36	7.02
ENSMUSG00000028525	9.27	6.47	6.71	26.28	16.24	19.85	17.54	10.46	12.05
ENSMUSG00000062939	0.52	0.74	0.69	4.86	3.15	4.7	5.12	2.18	2.53
ENSMUSG00000031617	3.55	4.69	5.09	20.04	12.57	12	7.3	6.81	5.71
ENSMUSG00000076523	29.21	30.83	36.22	373.74	44.05	132.27	84.04	94.94	140.7
ENSMUSG00000020264	0.38	0.44	0.33	5.88	2.31	1.67	1.88	2.74	0.49
ENSMUSG00000023191	15.61	11.67	12.95	29.07	29.86	24.23	13.69	20.09	10.66
ENSMUSG00000042286	21.25	21.11	18.08	59.78	62.97	41.79	32.14	41.94	30.96
ENSMUSG00000035279	9.81	10.7	9.27	33.88	22.85	14.9	12.83	19.1	10.35
ENSMUSG00000032796	2.36	0.61	0.55	7.6	3.62	3.79	5.61	6.7	1.31
ENSMUSG00000022844	36.65	32.5	24.23	24.49	21.88	13.95	33.99	55.51	26.67
ENSMUSG00000058908	1.92	3.39	1.79	85.85	26.77	13.97	49.4	10.42	17.34
ENSMUSG00000029752	16.08	18.08	19.28	36.42	22.5	30.53	40.4	30.98	30.52
ENSMUSG00000076940	9.74	6.38	11.09	18.95	2.66	8.73	59.45	49.07	35.9
ENSMUSG00000050010	2.05	1.07	1.41	5.5	2.41	2.17	1.74	3.43	3.4
ENSMUSG00000027993	69.1	57.7	52.45	29.53	37.99	17.61	28.49	47.54	42.85
ENSMUSG00000069763	4.29	5.83	3.3	20.08	6.77	5.6	5.29	6.75	2.65
ENSMUSG00000021213	148.03	158.27	154.49	107.18	85.21	72.21	128.07	218.42	189.24
ENSMUSG00000027636	0.46	0.27	0.22	1.16	0.65	0.88	1.07	0.63	0.47
ENSMUSG00000055150	0.6	0.46	0.71	0.8	1.09	0.87	0.64	0.74	1.12
ENSMUSG00000020875	33.23	23.37	23.45	11.53	13.42	6.19	8.79	24.99	17.45
ENSMUSG00000095630	483.52	230.78	151.93	498.65	488.25	591.1	567	419.08	560.07
ENSMUSG00000111709	21.75	37.16	28.67	18.4	13.41	5.91	12.17	36.78	16.55
ENSMUSG00000026121	12.32	8.09	7.89	18.61	25.27	15.27	10.4	9.63	11.16
ENSMUSG00000086714	1.69	3.32	3.62	2.58	2.06	3.51	3.84	10.43	4.11
ENSMUSG00000050234	4.45	5.44	4.37	11.84	10.37	10.01	5.58	5.91	4.15
ENSMUSG00000027843	2	1.76	1.13	7.29	4.85	6.71	8.17	8.11	2.29
ENSMUSG00000135262	4.13	5.88	7.93	2.25	2.18	2.82	4.38	2.66	1.91
ENSMUSG00000022994	207.29	168.97	200.22	83.3	88.2	52.93	61.37	79.81	80.53
ENSMUSG00000063415	1.25	1.5	2.24	3.77	3.53	1.91	0.71	0.86	0.32
ENSMUSG00000070509	12.54	9.04	14.15	23.11	30.89	16.93	7.58	11.4	11.17
ENSMUSG00000028327	5.7	5.55	7.09	3.2	2	2.04	3.27	9.88	1.88
ENSMUSG00000022218	1.75	0.26	0.46	4.17	2.71	2.71	2.01	1.15	1.18
ENSMUSG00000024151	21.3	22.9	21.34	15.77	8.81	6.2	8.9	13.38	8.08
ENSMUSG00000034593	9.85	10.49	10.05	28.77	21.67	20.4	13.35	11.44	13.88
ENSMUSG00000043091	105.77	84.32	52.9	128.28	134.67	115.43	107.37	101.3	179.22
ENSMUSG00000048852	0.62	0.13	0.14	0.3	0.7	10.15	5.29	0.97	5.51
ENSMUSG00000020256	0.48	0.36	0.96	2.14	1.44	2.88	3.15	1.2	0.87
ENSMUSG00000029334	0.48	0.36	0.15	0.56	0.27	0.26	0.57	10.51	0.11
ENSMUSG00000063727	2.13	1.63	2.25	4.89	2.73	4.32	4.08	5.48	2.75
ENSMUSG00000027200	12.74	12.44	10.38	28.63	34.92	21.87	13.48	14.52	15.3
ENSMUSG00000043953	6.79	4.77	2.42	7.45	6.74	15.24	11.26	4.16	6.76
ENSMUSG00000039661	1.76	1.21	1.97	6.01	3.86	9.94	5.52	1.38	1.94
ENSMUSG00000097415	26.39	25.7	23.19	56.38	43.14	64.98	39.86	36.44	29.19
ENSMUSG00000024371	4.63	4.56	3.36	12.82	11.93	29.11	19.27	17.42	9.8
ENSMUSG00000018500	0.31	0.05	0.15	1.42	0.9	1.11	1.09	1.98	0.42
ENSMUSG00000029153	81.45	79.51	82.92	31.23	36.39	15.07	38.77	118.49	51.52
ENSMUSG00000143859	3.44	3.26	4.41	2.11	1.66	0.68	1.16	2.75	2.5
ENSMUSG00000038623	5.97	7.26	6.29	21.68	21.82	19.82	13.3	11.22	13.56
ENSMUSG00000025020	0.53	1.28	0.33	0.84	1.32	0.65	0.41	0.41	0.82
ENSMUSG00000107000	1.33	1.91	1.55	1.16	1.39	0.92	0.49	0.65	0.78
ENSMUSG00000090698	1.87	1.68	1.62	3.4	4.86	3.9	3.64	2.02	3.79
ENSMUSG00000018819	71.09	67.2	70.15	196.89	160.07	146.36	113.55	108.93	100.12
ENSMUSG00000028031	0.36	0.4	0.46	2.17	0.73	1.44	1.32	2.79	0.48
ENSMUSG00000125029	2.92	3.5	1.73	5.66	4.28	10.98	5.45	4.32	11.09
ENSMUSG00000017737	1.82	1.61	1.45	26.01	4.18	3.57	5.84	7.82	0.98
ENSMUSG00000037243	20.27	19.4	15.88	11.57	10.1	4.93	6.45	9.86	7.58
ENSMUSG00000050896	1.66	0.56	0.16	4.48	8.47	5.06	2.91	1.78	2.12
ENSMUSG00000113136	0.92	2.52	0.51	6.4	4.29	4.36	2.61	1.11	2.02
ENSMUSG00000026009	0.33	0.35	0.42	5.4	3.18	6.82	3.62	2.22	1.11
ENSMUSG00000123116	3.62	4.5	6.63	18.63	10.28	19.27	10.65	20.82	8.02
ENSMUSG00000085962	5.94	5.43	7.24	1.86	2.69	0.57	1.12	2.15	2.86
ENSMUSG00000121728	0.57	0.58	0.66	1.6	1.57	0.87	0.97	0.71	0.57
ENSMUSG00000022676	2.68	2.56	3	18.16	8.54	8.75	5.58	8.44	3.51
ENSMUSG00000020176	7.08	9.6	7.61	23.19	17.01	15.39	9.25	14.09	9.28
ENSMUSG00000079499	1.86	1.52	0.87	5.24	4.81	4.46	2.36	2.14	2.1
ENSMUSG00000102018	8.84	7.9	13.28	2.44	3.26	0.77	1.51	2.99	3.29
ENSMUSG00000106099	3.13	2.83	2.78	2.24	1.98	1.75	1	0.79	1.38
ENSMUSG00000029810	189.86	189.31	221.56	712.82	477.78	423.5	363.1	488.06	226.31
ENSMUSG00000022512	2.02	5.11	4.94	10.66	17.44	4.51	4.81	2.79	6.23
ENSMUSG00000038331	65.01	72.9	58.38	33.11	46.87	18.86	28.3	33.12	66.13
ENSMUSG00000042726	68.8	43.68	52.53	82.66	124.58	209.88	112.12	82.8	107.85
ENSMUSG00000137801	2.26	3.35	2.91	8.16	7.25	6.81	2.7	7	2.42
ENSMUSG00000058248	0.29	0.18	0.31	0.82	0.84	0.46	0.31	0.43	0.35
ENSMUSG00000074934	28.45	42.58	25.71	352.88	108.93	88.34	103.72	122.63	83.28
ENSMUSG00000027938	24.21	20.05	21.83	7.59	10.71	7.28	14.01	39.74	13.88
ENSMUSG00000052565	0.34	0.58	0.29	0.99	1.63	0.71	0.33	0.25	1.17
ENSMUSG00000079491	1.74	2.13	2.18	6.17	2.95	4.95	4.85	3.51	2.49
ENSMUSG00000075270	0.08	0.18	0.02	0.72	1.13	1.13	0.76	1.81	0.22
ENSMUSG00000024190	36.48	30.15	30.98	54.35	122.16	68.53	24.2	26.62	35.78
ENSMUSG00000068762	15.54	15.11	13.12	5.67	3.12	1.44	8.1	5.83	8.39
ENSMUSG00000085396	89.39	83.59	86.6	42.6	57.94	37.48	24.6	36.82	42.14
