"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000027347",176.090279198772,2.20441062676007,0.358920225012254,6.14178436638618,8.15995829071059e-10,2.36926619647211e-08
"ENSMUSG00000006403",834.446154952712,2.79646086762861,0.45573754508448,6.13612132199954,8.45605887636544e-10,2.4466097940528e-08
"ENSMUSG00000047592",117.44487726672,2.54034596071034,0.414878060683105,6.12311472081125,9.17635745665277e-10,2.64109043372158e-08
"ENSMUSG00000087006",1034.56219683129,1.40536692280755,0.229561457359456,6.12196376069774,9.2429048708627e-10,2.65560109753949e-08
"ENSMUSG00000038530",392.617049537924,1.0956102283522,0.179227273598958,6.11296599201613,9.77962179228238e-10,2.79517211052682e-08
"ENSMUSG00000033420",1937.43881817866,1.15492926278402,0.188991784454701,6.11100247619937,9.90072297646104e-10,2.82488045687137e-08
"ENSMUSG00000036103",1062.10138328987,1.25720931091165,0.207262604830226,6.06577974807112,1.31314984771067e-09,3.70177841487342e-08
"ENSMUSG00000051682",29.2597767444154,4.35001165749058,0.718363091465124,6.05544982638041,1.4002581541759e-09,3.93386518638189e-08
"ENSMUSG00000015437",97.8794318209301,4.36698600425545,0.721160305623646,6.05549968599417,1.39982447780869e-09,3.93386518638189e-08
"ENSMUSG00000079105",269.380936086722,1.72195068532145,0.284423162987892,6.05418583786283,1.41129610687377e-09,3.95812058048772e-08
"ENSMUSG00000021886",143.773139131141,2.72170923796924,0.449787533718804,6.05109976140597,1.43860320639366e-09,4.02100587213223e-08
"ENSMUSG00000067586",353.608260611979,1.04386347063908,0.172542040875482,6.04990798383102,1.44928588906433e-09,4.0439989138417e-08
"ENSMUSG00000025473",278.349703836596,2.67569564212573,0.442315328658258,6.04929440325372,1.4548159235916e-09,4.05256083757843e-08
"ENSMUSG00000002289",579.192022151388,2.42602192725355,0.401060698365089,6.04901436900487,1.4573466258609e-09,4.05275295634256e-08
"ENSMUSG00000028931",249.697375077822,1.37712819289891,0.227767236734716,6.04620845667487,1.48294203464885e-09,4.11697718658079e-08
"ENSMUSG00000032322",151.40661093762,2.35575848684456,0.389812018481148,6.0433192799531,1.50975467210767e-09,4.18435878230785e-08
"ENSMUSG00000020828",238.22497926407,1.19601484189469,0.198134129807948,6.03638980853018,1.57600282261013e-09,4.33875158338304e-08
"ENSMUSG00000024066",8853.35768791485,2.46439654718145,0.408509395356048,6.03265573618823,1.61286779834654e-09,4.42544042736319e-08
"ENSMUSG00000120140",98.5000719379154,2.07607922663754,0.344227665558889,6.03112252255151,1.62824676331108e-09,4.46020407061403e-08
"ENSMUSG00000000682",547.143456316141,2.19062344767327,0.363242908042925,6.03073975890095,1.63210832586192e-09,4.46262399787496e-08
"ENSMUSG00000031617",251.658869450237,1.57689344121895,0.261904522574888,6.02087136837457,1.73480586820921e-09,4.72067917493028e-08
"ENSMUSG00000023367",3286.08395222648,1.55869678609245,0.259249192382683,6.01234963074301,1.82853418077896e-09,4.96751785778284e-08
"ENSMUSG00000056917",532.011485871404,1.26991746497396,0.211236546046815,6.01182649849104,1.83444599324155e-09,4.97536810325135e-08
"ENSMUSG00000032508",868.804252617673,1.06879244337548,0.177943253826227,6.00636675116229,1.89726762565942e-09,5.12885335323991e-08
"ENSMUSG00000044583",151.738402898547,1.60657515503172,0.267513044837751,6.00559556266172,1.90630842938306e-09,5.14484519228415e-08
"ENSMUSG00000032915",47.3801937272794,3.29541143920502,0.549479164264942,5.9973364842931,2.00580167877394e-09,5.40433706347204e-08
"ENSMUSG00000023484",361.865314947306,1.16055040972587,0.193609859957718,5.99427327709097,2.04397407097833e-09,5.48938746011684e-08
"ENSMUSG00000036594",6070.21246269742,1.99453775060465,0.333054389506231,5.98862472151065,2.11622825131761e-09,5.67418008166806e-08
"ENSMUSG00000057777",618.051518863844,1.51818422006603,0.253549358078799,5.98772653801872,2.12794443459303e-09,5.69631694743171e-08
"ENSMUSG00000021614",1736.28482897791,1.7447625460605,0.291554683813661,5.98434065005662,2.1726817622189e-09,5.80663309276131e-08
"ENSMUSG00000029771",367.479624577369,1.91874012197843,0.320875186568725,5.97970862906682,2.23537097942995e-09,5.96449148044657e-08
"ENSMUSG00000040907",112.102950165362,2.21034827541158,0.369897076963941,5.97557648617767,2.29277934604395e-09,6.09790409917957e-08
"ENSMUSG00000015968",388.379532178809,1.18656752212732,0.198984683681845,5.96310982419391,2.474819617611e-09,6.57144441366612e-08
"ENSMUSG00000050721",833.482423324345,1.41117138085674,0.236999117248429,5.95433180190925,2.61136534155478e-09,6.92285146827962e-08
"ENSMUSG00000031304",485.056013744221,2.2128121211059,0.372142092281424,5.94614843900139,2.74525217515306e-09,7.23121384952717e-08
"ENSMUSG00000055447",2442.68287892984,1.1404348939561,0.191938100129684,5.94168064175667,2.82114624165537e-09,7.41925408568249e-08
"ENSMUSG00000100291",50.6159517391088,4.45544174699492,0.750075376302154,5.93999201648253,2.850359573196e-09,7.48412594155115e-08
"ENSMUSG00000025422",165.226600661901,1.39820285723026,0.235558068111434,5.93570353348636,2.92588094548896e-09,7.67018758050713e-08
"ENSMUSG00000026011",94.5921419162327,4.29787475812841,0.724399785795968,5.93301494892896,2.97421758505902e-09,7.78450621666561e-08
"ENSMUSG00000068349",27.2352810169279,8.55730059547369,1.44565309894732,5.91933196262978,3.23251918787675e-09,8.42040559968592e-08
"ENSMUSG00000035186",440.507144331048,3.81331849653855,0.64426685039643,5.91884945530278,3.24201544972167e-09,8.4318010029649e-08
"ENSMUSG00000121828",63.2885413791528,2.0943622277431,0.354785196612291,5.90318380738928,3.56552640797605e-09,9.25855855749364e-08
"ENSMUSG00000024696",122.326209008088,1.69803007852922,0.287739459080263,5.90127639760234,3.60700036594318e-09,9.33679984662305e-08
"ENSMUSG00000035711",191.537984829143,1.58319603366137,0.268279759626504,5.90128765533962,3.60675420997358e-09,9.33679984662305e-08
"ENSMUSG00000046245",96.2324175123974,2.83347575771063,0.480415315074564,5.89797133605296,3.67997880789667e-09,9.51004105742089e-08
"ENSMUSG00000042265",51.7225206270451,6.43610422484545,1.09128595665074,5.89772477655484,3.6854802858741e-09,9.51004105742089e-08
"ENSMUSG00000006369",3287.67040419588,1.10069885578001,0.186865041649148,5.8903412113147,3.8539903159954e-09,9.92930243696905e-08
"ENSMUSG00000019564",325.483429477163,1.58012819674082,0.268320210936006,5.8889644996503,3.88622907967347e-09,9.96557466334336e-08
"ENSMUSG00000008398",618.14440241201,1.11927363774558,0.190256256899584,5.88297938782808,4.02946124706163e-09,1.03167994572901e-07
"ENSMUSG00000018334",1232.86843282215,1.04421223117087,0.177563910000869,5.88076840144912,4.08366227166967e-09,1.04393372637419e-07
"ENSMUSG00000064267",331.94559294934,1.60865941034139,0.274018224032433,5.87062928395226,4.34144074691853e-09,1.10569504517031e-07
"ENSMUSG00000020399",104.952598134182,1.67715661210285,0.285866526664609,5.86692199213153,4.43959414421363e-09,1.12791725920045e-07
"ENSMUSG00000026158",379.034742070182,1.51124084924811,0.257618001324012,5.86620826759457,4.45873688913292e-09,1.13103521426495e-07
"ENSMUSG00000046688",1874.22203038212,2.40155499263286,0.409514356475367,5.86439755934984,4.50766284145982e-09,1.14168697475312e-07
"ENSMUSG00000027435",1031.4384296509,1.23981130914799,0.211469620423217,5.86283413507216,4.55032707502155e-09,1.14895758644294e-07
"ENSMUSG00000135122",381.34485242687,1.52856174709958,0.261103596322882,5.85423475059819,4.79211351924673e-09,1.20815566412495e-07
"ENSMUSG00000028766",169.024336509407,2.5963374277834,0.44379265694367,5.85033886244077,4.90572524912963e-09,1.22926871805816e-07
"ENSMUSG00000074934",5247.46514549546,2.45545190915226,0.419705108388415,5.85042178443031,4.90328000606437e-09,1.22926871805816e-07
"ENSMUSG00000002204",211.306811892538,2.10688253916382,0.360104714070712,5.85074967596814,4.89362259566834e-09,1.22926871805816e-07
"ENSMUSG00000016918",757.014059396368,1.84977687090427,0.316177162367108,5.85044427957934,4.90261686293945e-09,1.22926871805816e-07
"ENSMUSG00000091649",83.3631433885644,3.39475029229347,0.581153719926499,5.84139819792055,5.17645076588433e-09,1.29513539450993e-07
"ENSMUSG00000025915",259.969763401117,1.37355997935754,0.235613521140414,5.82971627735647,5.55216944999119e-09,1.38703134529901e-07
"ENSMUSG00000058755",33.6945040662518,4.37641888621263,0.750813987600577,5.82889897962426,5.5794264361007e-09,1.39172874875039e-07
"ENSMUSG00000117310",5150.58466530401,1.09238912108195,0.187456696399423,5.82742117013705,5.62904244145067e-09,1.40198072183967e-07
"ENSMUSG00000024371",346.89375188099,2.62518263673854,0.450682760146187,5.82490139158422,5.71463313750422e-09,1.4211481169597e-07
"ENSMUSG00000036040",189.641509405986,4.14321062541892,0.71196297763052,5.81941864337934,5.90526583497334e-09,1.46413240122238e-07
"ENSMUSG00000031490",395.330892271779,1.11261234780481,0.191206384898511,5.81890792190528,5.92333511551096e-09,1.46495737124402e-07
"ENSMUSG00000001281",305.89458950173,2.00295776990735,0.344220508107845,5.81882172249835,5.92639014303904e-09,1.46495737124402e-07
"ENSMUSG00000073421",6163.47167936532,1.97399089250494,0.33929882174422,5.81785366172898,5.96080500834407e-09,1.47125536510298e-07
"ENSMUSG00000004207",21818.7013396146,1.07070003020496,0.184161070954893,5.8139324703819,6.10220390610993e-09,1.50390094171089e-07
"ENSMUSG00000026737",637.736026204703,1.36987647567354,0.235664673181022,5.81282063697894,6.14288701792353e-09,1.5116644092089e-07
"ENSMUSG00000029659",545.98623926355,1.24639200676643,0.21449970084869,5.81069345008389,6.22145946545576e-09,1.52871473402684e-07
"ENSMUSG00000030047",154.132171983764,1.89573960184335,0.326505367402583,5.80615141773732,6.39251557094628e-09,1.56374418788244e-07
"ENSMUSG00000040249",12292.8551220368,1.21141679081874,0.208799572502734,5.80181643237262,6.56003571559577e-09,1.60234225498299e-07
"ENSMUSG00000034438",471.318673889594,3.44883871043755,0.594653997333035,5.79974022861237,6.64177272080892e-09,1.61990376744707e-07
"ENSMUSG00000055235",36.3541561437361,2.81329855310457,0.485286566831029,5.79719024879608,6.74351767211205e-09,1.64228596798788e-07
"ENSMUSG00000056025",278.700894332761,2.09684303814678,0.361763117449765,5.7961769373517,6.78436858488537e-09,1.64736076715292e-07
"ENSMUSG00000079017",551.441991584754,2.73945472920791,0.472936084087494,5.79244177253581,6.93703800248168e-09,1.67947730345376e-07
"ENSMUSG00000020176",734.643223631007,1.22117161367824,0.210831063918661,5.79218067290774,6.94783412127529e-09,1.67962104461902e-07
"ENSMUSG00000023947",259.563562972468,1.49771108677324,0.258665703477722,5.79014174139338,7.03270507912209e-09,1.69764550905553e-07
"ENSMUSG00000121091",43.7490199463047,2.20151064486711,0.380711145694313,5.78262724841468,7.35429001636634e-09,1.77267461990394e-07
"ENSMUSG00000016534",4913.97398057693,1.01103387128206,0.174880468298423,5.78128524654219,7.4132070549042e-09,1.78165879919544e-07
"ENSMUSG00000006800",1414.20325601878,1.2153040626044,0.210259807236332,5.78001130400732,7.46956064139687e-09,1.79123460800224e-07
"ENSMUSG00000050578",628.508312399037,3.52086780526892,0.609595791544856,5.77574165390188,7.66148525560812e-09,1.83329988027727e-07
"ENSMUSG00000037318",111.460779006384,2.03616367266013,0.352567846921606,5.77523926370087,7.68438101322201e-09,1.83610979130151e-07
"ENSMUSG00000078771",210.19860228848,1.92747752217062,0.333783873899579,5.77462745474191,7.7123532404535e-09,1.84012277387806e-07
"ENSMUSG00000020709",169.809732371175,1.3787327645375,0.239280531809727,5.7619930635805,8.31264155194274e-09,1.98047782734636e-07
"ENSMUSG00000045092",487.191319996995,1.2728840430785,0.22097151691439,5.76039871949489,8.3915470779522e-09,1.99638785468681e-07
"ENSMUSG00000032020",173.692926149152,1.56309524589962,0.271381251277647,5.75977610295723,8.4225582352476e-09,2.00087411582801e-07
"ENSMUSG00000053862",324.091138233349,2.69190885679827,0.467796267314146,5.75444706357721,8.69258379535355e-09,2.05612079055899e-07
"ENSMUSG00000058908",157.686939476509,4.06596538916665,0.706649205609531,5.75386677985364,8.72249029626271e-09,2.06023468791066e-07
"ENSMUSG00000034361",575.029762155821,1.5123763642244,0.263027884748764,5.74987083848154,8.93116521331392e-09,2.10650104450984e-07
"ENSMUSG00000029163",2555.284610455,1.33425053950241,0.232159196005197,5.74713628605324,9.07675684254736e-09,2.13777750928265e-07
"ENSMUSG00000029553",44.8852377852509,2.25297308046481,0.392468964903114,5.74051270785445,9.43903372029751e-09,2.21675908897657e-07
"ENSMUSG00000031387",209.893794262094,1.31953912872252,0.229899189617631,5.73964236636581,9.48766956468892e-09,2.22500718010646e-07
"ENSMUSG00000039934",261.241339378622,1.78600511081928,0.311191978333935,5.73923891091675,9.51029774554642e-09,2.22714127716829e-07
"ENSMUSG00000069806",203.820603193968,1.07182021228453,0.187121975685204,5.72792270047243,1.0166787028841e-08,2.37412503341574e-07
"ENSMUSG00000045763",327.595272146237,1.27572400901262,0.2233402557896,5.71202000509226,1.11642960160943e-08,2.59601419933561e-07
"ENSMUSG00000040751",111.542013909577,1.69231489472275,0.296661470378692,5.70453214757715,1.16663075514438e-08,2.70510452421716e-07
"ENSMUSG00000055994",100.801434339669,2.30005955579105,0.403377890771667,5.70199708117619,1.18411856455387e-08,2.74046640305456e-07
"ENSMUSG00000021298",156.564566199451,2.51358503607142,0.441252157740695,5.69648214060077,1.22304696577739e-08,2.82398628297238e-07
"ENSMUSG00000018920",864.754744033823,1.59399282372042,0.280030716907442,5.69220705972509,1.25407639642814e-08,2.88753282718832e-07
"ENSMUSG00000024411",5953.78193962175,2.13096526257035,0.375231466883577,5.67906865665807,1.3543011538325e-08,3.10095408839283e-07
"ENSMUSG00000031662",211.928391984051,1.96550002246331,0.346139796879522,5.67834164167903,1.36006863702055e-08,3.10983471823184e-07
"ENSMUSG00000040990",770.393501982906,1.24970118768473,0.22032459117125,5.67209125881636,1.41064791835439e-08,3.22101202217313e-07
"ENSMUSG00000038296",193.914089672403,1.08738834124206,0.191737235891558,5.67124239684495,1.41765645789836e-08,3.23253161584221e-07
"ENSMUSG00000031264",135.977521721007,1.78384145058939,0.314710475200072,5.6681985226432,1.44306708513694e-08,3.2859216352157e-07
"ENSMUSG00000036560",314.967006457383,1.21081431957592,0.213788162152703,5.66361723391901,1.48214825990562e-08,3.3521324961524e-07
"ENSMUSG00000000318",293.659863775443,2.4873056646856,0.439174218230124,5.66359672639589,1.48232549182952e-08,3.3521324961524e-07
"ENSMUSG00000023032",146.193501305817,1.84376156041405,0.325600713562683,5.66264594521259,1.4905650571942e-08,3.36614163739206e-07
"ENSMUSG00000028970",108.630531904551,1.52124305101639,0.268775030482521,5.6599121141773,1.51450534853448e-08,3.41084836565295e-07
"ENSMUSG00000035448",47.1353398002834,6.36159968813988,1.1245004509966,5.65726735147313,1.53802087482305e-08,3.45435711626356e-07
"ENSMUSG00000026285",22.7585341238216,3.88772834521459,0.687373893197239,5.65591504665864,1.55018134039813e-08,3.47692580476492e-07
"ENSMUSG00000043613",1037.22945995836,5.22383637388744,0.923881838907711,5.65422563134642,1.5655044988131e-08,3.49700143337315e-07
"ENSMUSG00000068758",141.354221043962,1.93039249280698,0.341501569246186,5.65266068050004,1.57982994210649e-08,3.52421955784542e-07
"ENSMUSG00000024065",274.381183661858,1.32571712313993,0.234612581481679,5.65066508695937,1.59828224849228e-08,3.56055759904308e-07
"ENSMUSG00000099974",98.8044036032783,3.0248423804834,0.536464391278083,5.63847746404372,1.71560267326811e-08,3.81675227162335e-07
"ENSMUSG00000062939",86.0964466859972,2.89115924498061,0.513736442043408,5.62770909044511,1.8261873354642e-08,4.03668729803645e-07
"ENSMUSG00000139315",106.632815238795,4.16722268964779,0.740489603824377,5.6276586033423,1.82672176215584e-08,4.03668729803645e-07
"ENSMUSG00000039264",278.390538391065,2.09272989496615,0.371888004295586,5.62731217676706,1.83039292788918e-08,4.03937785145303e-07
"ENSMUSG00000031506",134.659227860045,1.82231269973245,0.323977242526548,5.62481699492555,1.85704741717331e-08,4.0927137388118e-07
"ENSMUSG00000047898",30.9766470845459,3.81433279328743,0.678868946153922,5.61865852738917,1.92445772868201e-08,4.21868809418002e-07
"ENSMUSG00000022181",64.1437334718466,4.46051570829633,0.794748804937789,5.61248495195345,1.99441558839057e-08,4.36623189250984e-07
"ENSMUSG00000042129",653.427639506305,1.68471207443994,0.300636997230813,5.60380821375256,2.09692724748968e-08,4.57847656172715e-07
"ENSMUSG00000030560",3944.84629989576,1.45915252045312,0.260458383679668,5.60224823574002,2.11589236850593e-08,4.61376636592226e-07
"ENSMUSG00000078122",110.601259147055,2.47367330605243,0.441603170770516,5.60157505603125,2.12412775225445e-08,4.62559724674141e-07
"ENSMUSG00000022651",248.501381876789,7.38966850217139,1.31930813171725,5.60116952553971,2.12910384312047e-08,4.6303086617295e-07
"ENSMUSG00000005057",63.6568463301582,2.42639264826991,0.433381349778997,5.59874726844441,2.15906283708584e-08,4.68308978747618e-07
"ENSMUSG00000031709",423.468051996569,1.43646247426448,0.256592660975426,5.5982211993275,2.16562325435324e-08,4.6911388995286e-07
"ENSMUSG00000053338",34.7908907775055,7.76811057243716,1.38786927588315,5.59714859851916,2.17905927344633e-08,4.71404110627423e-07
"ENSMUSG00000122203",129.853193668202,2.32045759953877,0.414805416419014,5.59408702897642,2.21785691955104e-08,4.79167696411664e-07
"ENSMUSG00000072620",684.703724455455,1.97724679577298,0.353793171627066,5.58870818981548,2.28764999799579e-08,4.92308260353002e-07
"ENSMUSG00000042677",1028.76913359689,2.39901227186855,0.429711818966818,5.58283986146027,2.36622603722677e-08,5.07744640016258e-07
"ENSMUSG00000022667",59.2999367421444,2.14684587441452,0.384555866336376,5.58266317678963,2.36863198403988e-08,5.07744640016258e-07
"ENSMUSG00000100510",542.261829929883,1.03941009593724,0.186481993259964,5.57378263588301,2.49266718743755e-08,5.30876842261117e-07
"ENSMUSG00000046207",77.0761266829347,1.91367115563963,0.343396523119984,5.57277382500167,2.50714978616676e-08,5.32583315221464e-07
"ENSMUSG00000060802",13300.5034036493,1.81617218105613,0.32607176668346,5.5698541444688,2.54952673295219e-08,5.40887353151957e-07
"ENSMUSG00000038517",198.822275612394,1.69306621521657,0.304094503379394,5.56756599149793,2.58322259212843e-08,5.47330676115962e-07
"ENSMUSG00000018459",51.2389521733733,2.74042759183688,0.492478026079306,5.56456825831165,2.62802246923301e-08,5.55393246610822e-07
"ENSMUSG00000002257",109.497162422396,1.79412094608543,0.322755427655854,5.5587630519988,2.71693242692599e-08,5.73446904416444e-07
"ENSMUSG00000116929",78.6029140772677,1.69204180138557,0.304454133349685,5.55762466670851,2.73470652730292e-08,5.76459328540179e-07
"ENSMUSG00000035273",1250.69699307808,1.15710519189048,0.208354479035991,5.55354124012185,2.79939581697489e-08,5.87837414985429e-07
"ENSMUSG00000025355",597.574953248676,1.47049004424881,0.264916688457869,5.55076410175897,2.84423670341983e-08,5.96492596794913e-07
"ENSMUSG00000015451",49.0531439882214,2.15491281980235,0.388334967113975,5.54910837882361,2.8713015142887e-08,6.014025041951e-07
"ENSMUSG00000000791",65.497201916453,3.83548735988678,0.691297114119227,5.54824731877193,2.8854751889384e-08,6.02837284714376e-07
"ENSMUSG00000026430",280.037318643615,1.59442906448189,0.287678535849893,5.54239842667248,2.98356477205348e-08,6.21752238510334e-07
"ENSMUSG00000035692",460.627476656443,3.13262248390763,0.565743895106915,5.53717417192037,3.07390828264523e-08,6.37122161980878e-07
"ENSMUSG00000102037",51.4474751404155,2.93237415647538,0.529654442141462,5.53639113196032,3.08767615147655e-08,6.38598146755759e-07
"ENSMUSG00000020340",449.209267618522,1.31383864994321,0.237595028237681,5.52973965696325,3.20706386425653e-08,6.60799654533857e-07
"ENSMUSG00000026390",50.5428930114615,7.57937736763337,1.370891975415,5.52879256977119,3.22442327043234e-08,6.63546003764095e-07
"ENSMUSG00000004266",739.969295488672,1.19270492714136,0.215794817063285,5.52703231418009,3.25692990616842e-08,6.69398714672294e-07
"ENSMUSG00000026581",324.620198427994,2.86116869077479,0.51781777182375,5.52543548418159,3.28669339360576e-08,6.73833540958053e-07
"ENSMUSG00000039521",50.8898288768424,3.55004388839667,0.6430210526496,5.52088282921458,3.37300653905185e-08,6.9066923697028e-07
"ENSMUSG00000017493",8521.22667328821,2.41219140575141,0.437005418337003,5.51982036042221,3.3934639490085e-08,6.93484447182473e-07
"ENSMUSG00000055782",98.1184855767234,1.76745316067835,0.320206363794285,5.51973152480454,3.39517988476628e-08,6.93484447182473e-07
"ENSMUSG00000038886",1512.84951124216,1.09381855563296,0.198408716194682,5.5129561675087,3.52856133505006e-08,7.19835257235802e-07
"ENSMUSG00000050762",20.2285621413129,4.75081072227352,0.862349398898559,5.50914829689859,3.60574045252106e-08,7.32855618146348e-07
"ENSMUSG00000031207",3594.9427733253,1.28507539766808,0.233274263464079,5.50886059432771,3.61163776319586e-08,7.33149105986355e-07
"ENSMUSG00000029379",30.8036941424934,5.95813737177914,1.08172670085718,5.50798770803922,3.62958743844542e-08,7.35885443339001e-07
"ENSMUSG00000014158",83.9644730570522,1.59004705255675,0.288755339032565,5.50655464201627,3.65924420235244e-08,7.40985698687925e-07
"ENSMUSG00000064262",319.878412559687,1.38609067458561,0.251729002718357,5.50628119770695,3.66492966798028e-08,7.41225271793113e-07
"ENSMUSG00000073491",108.092799330232,3.30320619715795,0.600119651204751,5.50424601248551,3.70751532901533e-08,7.48918096461096e-07
"ENSMUSG00000025887",496.814144224603,1.56573683284437,0.284629343130155,5.50096773447702,3.7771233348601e-08,7.62043890463258e-07
"ENSMUSG00000033467",183.340866675884,1.96440926304139,0.357123522652255,5.50064372252009,3.78407153621479e-08,7.62511257046561e-07
"ENSMUSG00000027848",847.545470013715,1.73964740610156,0.31669080506958,5.49320465972905,3.94704931220618e-08,7.93374493929372e-07
"ENSMUSG00000046908",51.3774775847648,2.62425392969759,0.477745367054223,5.49299712915844,3.95169218867816e-08,7.93374493929372e-07
"ENSMUSG00000020253",276.617458687508,1.25964443935971,0.229716868025039,5.48346514641847,4.17074478578612e-08,8.33288487965983e-07
"ENSMUSG00000026070",74.2449501550781,2.29530858706751,0.418604907984341,5.48323381615339,4.17620462760586e-08,8.33367961021518e-07
"ENSMUSG00000026442",208.633209685003,1.83345877646354,0.334521812471419,5.48083475608991,4.23323724971347e-08,8.427059835796e-07
"ENSMUSG00000079014",21.17037107914,6.88471128959529,1.25835676966952,5.47119183965881,4.47019088082173e-08,8.87729221603958e-07
"ENSMUSG00000069607",101.859277700121,2.55597154483071,0.467152769306903,5.47138262419574,4.46538044887713e-08,8.87729221603958e-07
"ENSMUSG00000030247",749.497457630867,1.79486965807186,0.328227628025942,5.46836861012201,4.54196562032033e-08,8.99812033782595e-07
"ENSMUSG00000026921",365.29939001574,1.05929900748425,0.193965716620133,5.46126926934624,4.72742370822764e-08,9.35427602266245e-07
"ENSMUSG00000021069",328.430724681938,1.76221680684859,0.322703833773159,5.46078671035352,4.74029274552882e-08,9.36848012840828e-07
"ENSMUSG00000006519",1216.1448077032,1.33949350364054,0.245497014059866,5.45625171357031,4.86290444503762e-08,9.59928008137343e-07
"ENSMUSG00000035208",180.691643457941,2.70913422183443,0.49657915255993,5.45559395288443,4.88094151018845e-08,9.62334611763262e-07
"ENSMUSG00000104876",34.5770461192283,3.86425039852462,0.708435947715431,5.45462213060486,4.90770948807804e-08,9.66454800265895e-07
"ENSMUSG00000045027",23.8018085721398,8.21476759284402,1.50619919349949,5.45397157845897,4.9257078183e-08,9.68840236710548e-07
"ENSMUSG00000002384",70.2667280353385,2.842709747754,0.521887412230565,5.44697894820678,5.12325241281677e-08,9.99337730713299e-07
"ENSMUSG00000040061",180.634514675476,1.69857215144267,0.311836495229429,5.4469960297398,5.12276062321879e-08,9.99337730713299e-07
"ENSMUSG00000016194",267.479855610534,2.09259277172007,0.384289213457055,5.44535911610727,5.17009704665364e-08,1.00728174768117e-06
"ENSMUSG00000035042",119.940381505852,3.11515928250494,0.572444523352233,5.44185358654946,5.27290066943987e-08,1.02367645897392e-06
"ENSMUSG00000073400",42.4986807864982,6.87014173880663,1.26370610488957,5.43650276929458,5.43364951366417e-08,1.05116535773741e-06
"ENSMUSG00000029070",1750.48086941139,1.23756011581667,0.227655921174136,5.43609895773391,5.44597167162814e-08,1.05231257781707e-06
"ENSMUSG00000032640",313.315751827004,1.29679376575442,0.238565514111211,5.43579725085452,5.45519581450274e-08,1.05285918750479e-06
"ENSMUSG00000034041",117.918422899153,1.12087030156478,0.206419098891964,5.43007070363884,5.63317299174505e-08,1.08339867947545e-06
"ENSMUSG00000049608",100.249958184638,1.87472193102529,0.345344167046524,5.42856115700003,5.68101794901296e-08,1.09132553669312e-06
"ENSMUSG00000003363",947.200474167693,1.00287935056121,0.18476117021308,5.42797682762355,5.69964373968441e-08,1.09362744622872e-06
"ENSMUSG00000034612",354.809968925183,1.40482028468068,0.258972029059758,5.42460237802946,5.80836916690722e-08,1.11273887124257e-06
"ENSMUSG00000046318",139.506834928851,2.0001732666702,0.368823360481883,5.42311979386796,5.8567713091733e-08,1.11986092988293e-06
"ENSMUSG00000030790",184.326354442173,1.36062923448317,0.25100137975961,5.42080380508774,5.93316480624448e-08,1.13183884362923e-06
"ENSMUSG00000054676",356.755934110506,1.41369504815229,0.261094169516095,5.41450255581117,6.14593256035929e-08,1.16971662128549e-06
"ENSMUSG00000094686",1872.65150180311,1.69227336893338,0.312789309422516,5.41026600959516,6.29312003390546e-08,1.18991997403461e-06
"ENSMUSG00000028583",683.021773659843,1.44697206804522,0.267488602870343,5.40947185232632,6.32108843787242e-08,1.19339540083364e-06
"ENSMUSG00000033880",3692.43635962506,1.30851320137148,0.24211541276823,5.40450187127938,6.49887451537186e-08,1.22275395596076e-06
"ENSMUSG00000027994",122.164410151938,1.8423499640673,0.341048704957043,5.40201424983963,6.58967138736709e-08,1.23842191838156e-06
"ENSMUSG00000046387",107.481920878413,1.32684180309592,0.245678453374829,5.40072515464585,6.63720488063978e-08,1.24593277023914e-06
"ENSMUSG00000038521",5575.60463991274,1.55779989349076,0.288542735636143,5.39885327577671,6.70681948563392e-08,1.25756684728919e-06
"ENSMUSG00000043157",58.2531385872705,1.94519743446619,0.360345251299788,5.3981492123172,6.73318601413917e-08,1.26107441809753e-06
"ENSMUSG00000042804",371.052583292354,1.11734097940357,0.207004062038317,5.3976765885722,6.75094163511755e-08,1.26296309248796e-06
"ENSMUSG00000027843",119.86015039065,2.01265251743049,0.372910798386966,5.39714196031935,6.77108132844839e-08,1.26529298422527e-06
"ENSMUSG00000040247",108.694449074797,1.60122318946871,0.296769911015551,5.39550382311099,6.83315375710634e-08,1.27544456126124e-06
"ENSMUSG00000026880",4752.44992942933,2.03290314597477,0.376827010516257,5.39479148055142,6.86031753885866e-08,1.27761773350939e-06
"ENSMUSG00000021262",370.559668323514,1.46338075386241,0.271272309852207,5.39450839881035,6.87114132263073e-08,1.27818756603921e-06
"ENSMUSG00000032796",278.37945428653,2.66680113910798,0.494470018505561,5.39325143952684,6.91940197060517e-08,1.28571235487667e-06
"ENSMUSG00000037033",10754.2573554257,2.76935267208161,0.513692543881696,5.39107040790413,7.0039223962391e-08,1.29995010607987e-06
"ENSMUSG00000071356",21543.8020590712,16.5271655649002,3.06658810315595,5.38943118832667,7.06810363649876e-08,1.3103850244108e-06
"ENSMUSG00000129427",30.1201795062032,2.31979363108386,0.430538853061583,5.38811680894232,7.11997741382281e-08,1.31703582206478e-06
"ENSMUSG00000051212",83.7213148016973,1.72396897879511,0.320067761091099,5.38626249928505,7.19378781770246e-08,1.32919560990837e-06
"ENSMUSG00000035385",252.476898688004,3.6028711402448,0.669109888323074,5.38457315176485,7.26167671563835e-08,1.3402352440533e-06
